authorDisplayName,authorProfileImageUrl,textDisplay,textOriginal,likeCount,publishedAt,predict
TP Jin,https://yt3.ggpht.com/ytc/AKedOLQxfUdcSgPnQp0GQiF6sfZXMS7nm473YoEoUT3I=s48-c-k-c0x00ffffff-no-rj,쿠쿠크루 형님들이 왜 여기서 나와,쿠쿠크루 형님들이 왜 여기서 나와,0,20210925,good_feedback
방경원,https://yt3.ggpht.com/ytc/AKedOLQ5C6IeeYplE7Ooe9D4qN6snyFaEV-fsgjzrg=s48-c-k-c0x00ffffff-no-rj,주제:비행기에서 않나가고 버티면 더 탈 수 있을까?,주제:비행기에서 않나가고 버티면 더 탈 수 있을까?,0,20210925,contents
개미쳤다,https://yt3.ggpht.com/ytc/AKedOLRDIXbYO9W6Qfakm_kAE17Ze-EgziQo6lZmsHFbdw=s48-c-k-c0x00ffffff-no-rj,오징어는 얼굴이 없는데 사람들은 왜 오징어가 못생겼다고 하나요 진짜 궁금합니다.,오징어는 얼굴이 없는데 사람들은 왜 오징어가 못생겼다고 하나요 진짜 궁금합니다.,1,20210925,contents
훈 지,https://yt3.ggpht.com/ytc/AKedOLRThr8tl_KgZWPR_f7lHZrMdk3AIbt6uvMBnCn3_FnZJw=s48-c-k-c0x00ffffff-no-rj,슈퍼로찌라는 추첨으로 순위 매겨서 돈을 지급하는 앱이 있는데 1등이 몇백만원씩 몰빵을 받습니다. 이게 조작인지 만약 진짜면 이 앱에서 광고만으로 수익을 벌어들여 이런 돈을 주는 게 가능한지 궁금합니다.,슈퍼로찌라는 추첨으로 순위 매겨서 돈을 지급하는 앱이 있는데 1등이 몇백만원씩 몰빵을 받습니다. 이게 조작인지 만약 진짜면 이 앱에서 광고만으로 수익을 벌어들여 이런 돈을 주는 게 가능한지 궁금합니다.,0,20210925,contents
입찢어진귀신,https://yt3.ggpht.com/ezoM9OIDij-JHuL3qSc67DOftUb3ODW-ioT2r4eN3uOvQi4RrkpteDBk7Pqc_Dwq5NlTSkGghY8=s48-c-k-c0x00ffffff-no-rj,엑스레이를 얼마나 찍어야지 방사능에 피폭되는지 궁금합니다,엑스레이를 얼마나 찍어야지 방사능에 피폭되는지 궁금합니다,0,20210925,contents
dt es,https://yt3.ggpht.com/ytc/AKedOLRDgXySrB0sSm7F0nLSVOoZbzkztjlpq8z_VQ=s48-c-k-c0x00ffffff-no-rj,소변 마려운 상태에서 기절하면 어떻게 되나요,소변 마려운 상태에서 기절하면 어떻게 되나요,0,20210925,contents
오렌지,https://yt3.ggpht.com/ytc/AKedOLQ5aw5DIJ37Pe-7FxbV6yO8K630zNYitjutiA=s48-c-k-c0x00ffffff-no-rj,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ야발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 추민하 개웃기네,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ야발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 추민하 개웃기네,1,20210925,bad_feedback
나 홀로 커플 사진,https://yt3.ggpht.com/6YG0z75YPfrTfFhgXBp1dTRah0GcvBx98PDtJVopDmt8V77Qa_33H1XoYOZMkOaBEXmm_ECDJYU=s48-c-k-c0x00ffffff-no-rj,학교에서 여자얘들끼리 귀엽다 예쁘다 하는데 정말 귀엽고 예쁘게 보이는지 궁금합니다,학교에서 여자얘들끼리 귀엽다 예쁘다 하는데 정말 귀엽고 예쁘게 보이는지 궁금합니다,1,20210925,contents
민수,https://yt3.ggpht.com/lBADuUqkIkfPjnutWjJW-M7U4kFKxMPMgyKJP96ei2wqWM2kLoQKvD2x7oB9Z9_HkrkERQDK8Q=s48-c-k-c0x00ffffff-no-rj,오징어게임에 나오는 VIP 외국인들 연기 못한다고 외국에서 욕엄청 먹었다는데 (초등학생 연극하는거같다함)난 솔직히 잘한다느꼈는데ㅋㅋㅋㄱㅋㅋ,오징어게임에 나오는 VIP 외국인들 연기 못한다고 외국에서 욕엄청 먹었다는데 (초등학생 연극하는거같다함)난 솔직히 잘한다느꼈는데ㅋㅋㅋㄱㅋㅋ,0,20210925,good_feedback
JO H-,https://yt3.ggpht.com/ytc/AKedOLQov10TW5PsRH-9otL57mSMaKtqb_UBuduWMA=s48-c-k-c0x00ffffff-no-rj,이진욱 박해일 송새벽 진짜 내가 뽑는 짬 먹었음에도 발전없는 발연기 3대장..,이진욱 박해일 송새벽 진짜 내가 뽑는 짬 먹었음에도 발전없는 발연기 3대장..,1,20210925,bad_feedback
Francisco Lee,https://yt3.ggpht.com/ytc/AKedOLTE7Holdm10oqoMjYuPle2SfB5ChMjGpU3X2FbA=s48-c-k-c0x00ffffff-no-rj,모르는 언어라도 발연기인건 바로 보이죠. 등장인물 모두가 비슷한 정도로 발연기라면 좀 파악하기 힘들수도 있지만 발연기라도 그 정도가 서로 다르다면 바로 눈에 띔.<br><br>이걸 모른다고?????,"모르는 언어라도 발연기인건 바로 보이죠. 등장인물 모두가 비슷한 정도로 발연기라면 좀 파악하기 힘들수도 있지만 발연기라도 그 정도가 서로 다르다면 바로 눈에 띔.

이걸 모른다고?????",0,20210925,good_feedback
JH K,https://yt3.ggpht.com/ytc/AKedOLT6YfYy58lXLpmt-ast0o5ytXoZOuRJq72SIg=s48-c-k-c0x00ffffff-no-rj,지하철의  Jay song 영어강사에 대해서 궁금하네요... 몇년째 지하철에 붙어있던데.. 뭐하는 사람인지 제대로 영어강사를 하는사람은 맞는지 재미교포라는데 필리핀 원어민 영어라는데.. 뭐가 뭔지,지하철의  Jay song 영어강사에 대해서 궁금하네요... 몇년째 지하철에 붙어있던데.. 뭐하는 사람인지 제대로 영어강사를 하는사람은 맞는지 재미교포라는데 필리핀 원어민 영어라는데.. 뭐가 뭔지,0,20210925,contents
곰돌돼지,https://yt3.ggpht.com/ytc/AKedOLTpB8-X6OfQ8ku8P1NQFHkWeVtquGk34yTVKg=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=x6uch2GSnnE&amp;t=0m55s"">0:55</a> 유해진 형님이 왜 여장을?",0:55 유해진 형님이 왜 여장을?,0,20210925,bad_feedback
김명준,https://yt3.ggpht.com/aQrwLl8QR6mFjx1GVrPlypU38qWqSI9Cs0wFD_x6059LZYDVME7Vl0c2C2xZFhHPLHeH95xTiAg=s48-c-k-c0x00ffffff-no-rj,피아니스트는 얼불춤을 잘할지 궁금합니다,피아니스트는 얼불춤을 잘할지 궁금합니다,0,20210925,contents
민간인민간인,https://yt3.ggpht.com/ytc/AKedOLQ9FY9vsjgla-D-riLb1fbVcChoyMWcxW8Ekw=s48-c-k-c0x00ffffff-no-rj,임신하면 진짜 초음파사진보고 이목구비 뚜렸한게 보이나요?,임신하면 진짜 초음파사진보고 이목구비 뚜렸한게 보이나요?,0,20210925,contents
먹고싶다(츄릅),https://yt3.ggpht.com/P6So6WlFezSM-fcX0w9cthpHdTV3lj7K8Dp727BWLgZRHhb6L4WxRm8BIpwj90m5hEegPNYMSQ=s48-c-k-c0x00ffffff-no-rj,나는 여기서 용진이 형의 영어가 더 발영어라는 생각이 드네ㅋㅋㅋ<br>10시간 영어발음 배우기?,"나는 여기서 용진이 형의 영어가 더 발영어라는 생각이 드네ㅋㅋㅋ
10시간 영어발음 배우기?",3,20210925,good_feedback
권우주,https://yt3.ggpht.com/ytc/AKedOLTJhBrQoT8N4FjDGBQkTBYxl1B2WfCRPq7Avg=s48-c-k-c0x00ffffff-no-rj,경찰한테 짭새라고하면 어떻게될지 실험해주세요!!,경찰한테 짭새라고하면 어떻게될지 실험해주세요!!,1,20210925,contents
강동우,https://yt3.ggpht.com/ytc/AKedOLSAR5mfe_40vKKm5BPeSskeov9ItOol5KnnCA=s48-c-k-c0x00ffffff-no-rj,밀가루음식을 먹으면 왜 방귀를 잘끼게 될까?,밀가루음식을 먹으면 왜 방귀를 잘끼게 될까?,0,20210925,contents
MIN K,https://yt3.ggpht.com/ytc/AKedOLRP_gheTHY-rMi2k8U-LDo2GQFCfQT4vlIawEKS=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://youtu.be/doZ_R0E1cYo"">https://youtu.be/doZ_R0E1cYo</a> 이분들 근황이 궁금합니다",https://youtu.be/doZ_R0E1cYo 이분들 근황이 궁금합니다,0,20210925,contents
아라미누나,https://yt3.ggpht.com/ytc/AKedOLR3wHuoP3gMuJmJtCnTm4W7QuwGvfAnxml8jE9ORQ=s48-c-k-c0x00ffffff-no-rj,조상님 묫자리가 좋으면 진짜 자손들이 잘사는지 궁금합니다,조상님 묫자리가 좋으면 진짜 자손들이 잘사는지 궁금합니다,0,20210925,contents
성도윤,https://yt3.ggpht.com/ytc/AKedOLRCD-pDwTJ0fYK-GJrsd_UTv_hrSe6DYtsOKQ=s48-c-k-c0x00ffffff-no-rj,쭈쭈바 꼭지에 진짜 발암뭏질이 들어있을지 궁금함니다,쭈쭈바 꼭지에 진짜 발암뭏질이 들어있을지 궁금함니다,0,20210925,contents
윤,https://yt3.ggpht.com/ytc/AKedOLRS5BjDwC0fplIV4_IQ5vayB7EI-niyeS2rbYnF1A=s48-c-k-c0x00ffffff-no-rj,재난지원금 되는 점집도 있는지 궁금해요,재난지원금 되는 점집도 있는지 궁금해요,0,20210925,contents
아유아,https://yt3.ggpht.com/ytc/AKedOLR02CiL5LnEhYlN1F5Y6Y6vac4iLvOoJxSiEQ=s48-c-k-c0x00ffffff-no-rj,누가 하셨는지는 모르겠는데 우유 열때 왜 굳이 “그 쪽”으로만 열라고 하는거에요?,누가 하셨는지는 모르겠는데 우유 열때 왜 굳이 “그 쪽”으로만 열라고 하는거에요?,0,20210925,contents
Dont Know Yet,https://yt3.ggpht.com/ytc/AKedOLQVMJGifCsUDffHU6yuMRRZtaE3TZ1fm9t1ww=s48-c-k-c0x00ffffff-no-rj,조회수 왜이럼?,조회수 왜이럼?,1,20210925,good_feedback
캣오나인테일,https://yt3.ggpht.com/Z0HUjLXGhfLRYSMjPysBTEd8jvo1hbdzSHLPB6LFrTC3aUwr2fi61A-ltCFdURphZKLgWK6zVA=s48-c-k-c0x00ffffff-no-rj,전 외국꺼보면 알겠던데,전 외국꺼보면 알겠던데,0,20210925,good_feedback
BILL LEE,https://yt3.ggpht.com/ytc/AKedOLRYmE1IPu_zA6ySbotPcPd2N4yobFt3gkcLVQ=s48-c-k-c0x00ffffff-no-rj,무당분들이 마피아 게임 하면 잘 할 수 있을지 궁금합니다. 알려주세요.,무당분들이 마피아 게임 하면 잘 할 수 있을지 궁금합니다. 알려주세요.,0,20210925,contents
D L,https://yt3.ggpht.com/ytc/AKedOLR_aythoBXsZtwM6ejpD8iKz4we3Inz7z1yuz4u=s48-c-k-c0x00ffffff-no-rj,식당 가면 공기밥 무한리필이라고 써져있는데 진짜로 공기밥 무한으로 리필 시키면 사장님 반응이 어떨지 궁금합니다.,식당 가면 공기밥 무한리필이라고 써져있는데 진짜로 공기밥 무한으로 리필 시키면 사장님 반응이 어떨지 궁금합니다.,14,20210925,contents
평생 배우겠다는 태도로,https://yt3.ggpht.com/yBKDKLdTbRb_cbJBmaornqtIS-Wehed3q4uINXS_KaC1IXVLHtLW4d6MWfmmbdqmCQKnkxxt=s48-c-k-c0x00ffffff-no-rj,그런거 따위 신경 안쓰는 듯. 그럴 수도 있다 이해하는 듯함.,그런거 따위 신경 안쓰는 듯. 그럴 수도 있다 이해하는 듯함.,0,20210925,good_feedback
1억만땡겨줘,https://yt3.ggpht.com/832BTjlacm81G6x5eNx_wY7men5fcqgkyFpsEvxU8mbmPD-Nxy07IPDbF96TCDUbRRJT4vlsTA=s48-c-k-c0x00ffffff-no-rj,천지신명  이존재하는지 알고싶어요,천지신명  이존재하는지 알고싶어요,0,20210925,contents
s J,https://yt3.ggpht.com/ytc/AKedOLQa57K7g9ZmMzaMicj5QTFviq5EI25k0Sz8fGvi=s48-c-k-c0x00ffffff-no-rj,1기때부터 달려온 런닝맨맴버들은 오래달리기를 잘하는지 궁금합니다(주마다 매일 프로그램상 달려야하기때문),1기때부터 달려온 런닝맨맴버들은 오래달리기를 잘하는지 궁금합니다(주마다 매일 프로그램상 달려야하기때문),7,20210925,contents
victoLEE [빅토리],https://yt3.ggpht.com/UWp2R3bNkLmVH8xcx1NQws-flam-4yPuhK5QQLT2G2buanHJFYmHWT7nn81ZfuckKzSI-NujXQ=s48-c-k-c0x00ffffff-no-rj,SKY 👎,SKY 👎,0,20210925,good_feedback
다상,https://yt3.ggpht.com/YsQYBt7jamOmEWGwlMRrVJ34F75HY47VoYj1s8YGAtlbq9OnBO7IOGTrd9yUcWL1bfwd9RF4=s48-c-k-c0x00ffffff-no-rj,괜찮아요 많이 놀랬죠가 거기서 나올줄은 몰랐다,괜찮아요 많이 놀랬죠가 거기서 나올줄은 몰랐다,0,20210925,good_feedback
박준성,https://yt3.ggpht.com/ytc/AKedOLTmRs287Rrvg3h8BFSkgoy-lmPlykUf7-GYuracUg=s48-c-k-c0x00ffffff-no-rj,음성사서함 넘어가기전 삐소리가 울리면 통화료가 부가된다는데 정확한 타이밍을 알고 싶습니다,음성사서함 넘어가기전 삐소리가 울리면 통화료가 부가된다는데 정확한 타이밍을 알고 싶습니다,0,20210925,contents
SA L,https://yt3.ggpht.com/ytc/AKedOLT-r275MlA_XMx7ZGi-cy1tSUjwGUWd_Q_4mJx8FX0=s48-c-k-c0x00ffffff-no-rj,솔직히 영미권 영화 배우 연기력이 좋네 나쁘네 하는거 들으면 의아해짐. 그나라의 언어나 문화를 완벽하게 알아야 알 수 있는 미묘한 것들인데 그런 조건을 갖춘 사람이 얼마나 될지,솔직히 영미권 영화 배우 연기력이 좋네 나쁘네 하는거 들으면 의아해짐. 그나라의 언어나 문화를 완벽하게 알아야 알 수 있는 미묘한 것들인데 그런 조건을 갖춘 사람이 얼마나 될지,2,20210925,good_feedback
정월,https://yt3.ggpht.com/fnsmS6xGU17OB9-LFndOlDb5WSnTQ7gaEn_vBIHhfOTV85YQ4M9lzsAk6uVFOvNrG4bacMEYGA=s48-c-k-c0x00ffffff-no-rj,알아맞힐까,알아맞힐까,0,20210925,contents
latte,https://yt3.ggpht.com/ytc/AKedOLT0jmVzoCDemqn7-vxzaYleXfooos0CWyU8Aeipbw=s48-c-k-c0x00ffffff-no-rj,외국인들한테 발연기 보여주려면 오징어게임 외국인들 연기 보여주면 된다던데,외국인들한테 발연기 보여주려면 오징어게임 외국인들 연기 보여주면 된다던데,0,20210925,contents
ᄋᄋ,https://yt3.ggpht.com/ytc/AKedOLSdewbR6auM-uNUiAoPJMJnnibOl0fZgjwKtg=s48-c-k-c0x00ffffff-no-rj,용진아 이번엔 오징어게임 컨텐츠 가즈아,용진아 이번엔 오징어게임 컨텐츠 가즈아,0,20210925,bad_feedback
태하,https://yt3.ggpht.com/ytc/AKedOLRZHqlOOVCOFfWTZmcfD-0BOPHfvmK6UVfQ4A=s48-c-k-c0x00ffffff-no-rj,집 근처만 다와가면 왤케 똥이 마려운지 알려주세요.. 엘베에서 방구 참은적이 한두번이 아닙니다….,집 근처만 다와가면 왤케 똥이 마려운지 알려주세요.. 엘베에서 방구 참은적이 한두번이 아닙니다….,1,20210925,contents
쭈꾸미덮밥,https://yt3.ggpht.com/B6Gbs8DY-VlduwKQ7xo5y8MF_X2NhJGitqlEHoNoTSLrdNZiP_A2M6xnKKP18n_NwctSh0Yi95c=s48-c-k-c0x00ffffff-no-rj,이사 집 차량에는 왜 훌라후프가 있는지 궁금합니다 항상 있더라고요,이사 집 차량에는 왜 훌라후프가 있는지 궁금합니다 항상 있더라고요,2,20210925,contents
냉면,https://yt3.ggpht.com/ytc/AKedOLSWkWyhV4kp-xEwqNqonhB-PZymq7EQhq11vw=s48-c-k-c0x00ffffff-no-rj,장수원은 연기 데뷰를 일본에서 했음 제2의 다쿠야가 될뻔햇군.,장수원은 연기 데뷰를 일본에서 했음 제2의 다쿠야가 될뻔햇군.,0,20210925,bad_feedback
박세준,https://yt3.ggpht.com/ytc/AKedOLRZVqqA3rd0CaD0QupDbd7-0oKUiBvTL-Re1r1N3j0wYA=s48-c-k-c0x00ffffff-no-rj,교촌 허니콤보와 레드콤보 사이즈가 다른 이유 궁금합니다!!!,교촌 허니콤보와 레드콤보 사이즈가 다른 이유 궁금합니다!!!,0,20210925,contents
ㄹㄹ..,https://yt3.ggpht.com/OFDNQ-2_IrbT_CXDr_L-PRdOH0xewc5nSt8mJU43IupxBppFL-9Yo_QM20nxCzu3BYhT6ZRX=s48-c-k-c0x00ffffff-no-rj,초록색을 보면 눈이 정말좋아질까,초록색을 보면 눈이 정말좋아질까,0,20210925,contents
공병선,https://yt3.ggpht.com/ytc/AKedOLTK4ZxM-9509OoON2jmQNMiEc96Lrc-gNvKUA=s48-c-k-c0x00ffffff-no-rj,어른들 말씀대로 벌은 진짜 뻐꾸기 소리를 무서워하는지 알려주세요,어른들 말씀대로 벌은 진짜 뻐꾸기 소리를 무서워하는지 알려주세요,0,20210925,contents
최훈,https://yt3.ggpht.com/ytc/AKedOLRI2omZpZ5z2YD71cAhLDBE9aDfj9MZKoVDGQ=s48-c-k-c0x00ffffff-no-rj,입모양 &#39;호&#39; 하고 숨을 내쉬면 왜 차가운 바람이 나오고 &#39;하&#39; 하고 숨을 내쉬면 왜 따뜻한 바람이 나오는지 궁금합니다.,입모양 '호' 하고 숨을 내쉬면 왜 차가운 바람이 나오고 '하' 하고 숨을 내쉬면 왜 따뜻한 바람이 나오는지 궁금합니다.,1,20210925,contents
中村平時,https://yt3.ggpht.com/ytc/AKedOLTMRs73Kri5SHw-iVjQQNcWQ5SfX6DBwe27sw=s48-c-k-c0x00ffffff-no-rj,쿨익호를 여기서 보게 되다니...ㅋㅋㅋ,쿨익호를 여기서 보게 되다니...ㅋㅋㅋ,1,20210925,good_feedback
뚝배기,https://yt3.ggpht.com/ytc/AKedOLQz32Sd3sHK4AfqfztHWWlKF707OLBo98gqtg=s48-c-k-c0x00ffffff-no-rj,서프라이즈가 20년동안 버틸 수 있었던 이유 ㅎㅎ,서프라이즈가 20년동안 버틸 수 있었던 이유 ㅎㅎ,0,20210925,good_feedback
이종이,https://yt3.ggpht.com/ytc/AKedOLR9uNi5wGO_GDbb03yUuXUoTAP_htLmzauBW6eH=s48-c-k-c0x00ffffff-no-rj,대동여지도만 보고서 서울에서 부산을 갈 수 있는지 궁금합니다.🤔,대동여지도만 보고서 서울에서 부산을 갈 수 있는지 궁금합니다.🤔,1,20210925,contents
루삥뽕,https://yt3.ggpht.com/ytc/AKedOLT1NN8mFkvQtH2EnbyjxGkt5DdPDHwIV1n7ew=s48-c-k-c0x00ffffff-no-rj,작명소에서 짓지 않고 이름을 마음대로 지어도 괜찮은 인생을 사는지 궁금합니다,작명소에서 짓지 않고 이름을 마음대로 지어도 괜찮은 인생을 사는지 궁금합니다,0,20210925,contents
달별릠 1호✌,https://yt3.ggpht.com/AMWMwUcSplaxyaECRv7c6B4yI8NoV7Fck5-QwqtyHolPXv1csa4xEJ4eg9mkrMZsU_D8IxOc=s48-c-k-c0x00ffffff-no-rj,TV 보다보면 보험광고에서 상담만 해도 믹서기 같은걸 무료로 준다고 하는데 진짜 상담만 해도 주는지 궁금해요 !!,TV 보다보면 보험광고에서 상담만 해도 믹서기 같은걸 무료로 준다고 하는데 진짜 상담만 해도 주는지 궁금해요 !!,2,20210925,contents
지우개,https://yt3.ggpht.com/ytc/AKedOLSnAS06K31BQgGe6gp0fO64ROYkYnFXJum8CQ=s48-c-k-c0x00ffffff-no-rj,"<a href=""https://www.youtube.com/watch?v=x6uch2GSnnE&amp;t=0m54s"">0:54</a> 2초 유해진",0:54 2초 유해진,0,20210925,good_feedback
잉기뮤링,https://yt3.ggpht.com/J5bwPTiDUtUrGmeO9xoXcKvIHL3hsfEw-eyW9Z2KPfKkcue-Esk_wv6uAGu8Y2LdBvYP5bXh=s48-c-k-c0x00ffffff-no-rj,감동란 노른자에 간을 어떻게 하는지 궁금함미다,감동란 노른자에 간을 어떻게 하는지 궁금함미다,0,20210925,contents
준식,https://yt3.ggpht.com/WK6zYnK0x0hhz3w-4r75oYR8GoKo9xS1zvTgMCcr40yJ839Xd2CC8LwOc6Uz4HnGpbv4ly3qKR4=s48-c-k-c0x00ffffff-no-rj,그것이알고싶음 :롤 일겜라인정할때채팅으로하는걸누가만들었을까,그것이알고싶음 :롤 일겜라인정할때채팅으로하는걸누가만들었을까,0,20210925,contents
키덕,https://yt3.ggpht.com/pl5_teFbfgA_Qqh6qJS0ijypzx0gyk39hCCcJw5ViE9-QX_Whjn_W2T1bbEnNUM0_9Z9Xmm4Uw=s48-c-k-c0x00ffffff-no-rj,서울과기대인가?? 붕어방같은데,서울과기대인가?? 붕어방같은데,1,20210925,bad_feedback
정채원,https://yt3.ggpht.com/ytc/AKedOLQrB6ag3I5LLGnqhG2W6XYITltdXtQwyGpLd_Y=s48-c-k-c0x00ffffff-no-rj,연예인은 코로나 (수기)명부작성을 어떻게 하는지 궁금합니다.(QR뺴고),연예인은 코로나 (수기)명부작성을 어떻게 하는지 궁금합니다.(QR뺴고),1,20210925,contents
김구니,https://yt3.ggpht.com/ytc/AKedOLRoe9KxsY1oGpi9pZj4BT2wuKLHzPoypwjeDg=s48-c-k-c0x00ffffff-no-rj,물리치료사들은 집에서도 가족들한테 도수치료를 해주는지 궁금합니다,물리치료사들은 집에서도 가족들한테 도수치료를 해주는지 궁금합니다,0,20210925,contents
귀여워,https://yt3.ggpht.com/ol89p1MNxWQqzLNGLfYObVpow0sn3xbwNexVoQFYPAJBGRYyYtcf-cSvM9PUIYDFL6Z737jhEg=s48-c-k-c0x00ffffff-no-rj,초파리는 방구냄새도 좋아할지 궁굼합니다,초파리는 방구냄새도 좋아할지 궁굼합니다,0,20210925,contents
170cm권은비가이상형,https://yt3.ggpht.com/ytc/AKedOLSCH6mQA-QGGRypru-9Oo_BCdyHcf5SXBt5SGoB0w=s48-c-k-c0x00ffffff-no-rj,프로연기자분들인가요? 먼가 발음 발성이 조금 다른느낌이 드네요.,프로연기자분들인가요? 먼가 발음 발성이 조금 다른느낌이 드네요.,0,20210925,bad_feedback
응양보,https://yt3.ggpht.com/ytc/AKedOLQojBScddsJ36sTv-dzewuwVqFcTKlisUdbnw=s48-c-k-c0x00ffffff-no-rj,오징어겜에서 vip들 연기하는거보면 언어는 달라도 못하는거  알수잇음 ㅋㅋㅋㅋ,오징어겜에서 vip들 연기하는거보면 언어는 달라도 못하는거  알수잇음 ㅋㅋㅋㅋ,0,20210925,good_feedback
뙤일,https://yt3.ggpht.com/ytc/AKedOLThlaRWrkMz04GV9d-cORKTpNV4ilKZDAh5Xw=s48-c-k-c0x00ffffff-no-rj,유튜브 모바일게임광고중 중국인 더빙광고가 엄청많은데 실제 뭐라고하는건지 궁금합니다,유튜브 모바일게임광고중 중국인 더빙광고가 엄청많은데 실제 뭐라고하는건지 궁금합니다,0,20210925,contents
연미,https://yt3.ggpht.com/ytc/AKedOLQdknE9dBCA-fJ0pZ4Y_srk7W_ohAlXvS-pwg1T=s48-c-k-c0x00ffffff-no-rj,무인가게에 절도하면 어떻게되나여?,무인가게에 절도하면 어떻게되나여?,0,20210925,contents
Sense Eom,https://yt3.ggpht.com/ytc/AKedOLRZb4eRqCZYjlm3fYU_ybP4EYVm9XR0P6nUjEWA1Q=s48-c-k-c0x00ffffff-no-rj,제목잘못읽어서 발 기 로 읽엇네 ㅡㅡ,제목잘못읽어서 발 기 로 읽엇네 ㅡㅡ,0,20210925,good_feedback
꿀벌,https://yt3.ggpht.com/ytc/AKedOLS1ql--GS-j1UMuCV8U4ee7g2M4gBLCzbVUt-sw=s48-c-k-c0x00ffffff-no-rj,감 다뒤졌네ㅋㅋ 피의게임이나 보여줘라,감 다뒤졌네ㅋㅋ 피의게임이나 보여줘라,1,20210925,good_feedback
짱짱짱레몬티비,https://yt3.ggpht.com/pK4q-qMc-eMlOOQLZBrqS9AurW4lwx6aTBiDZ8QtY15w81oPbJQHUHHWvs-rstTPZuQg79_G=s48-c-k-c0x00ffffff-no-rj,왜 사람들이 대부분 샷건은 5번씩 치는건지 궁금합니다,왜 사람들이 대부분 샷건은 5번씩 치는건지 궁금합니다,0,20210925,contents
이동건,https://yt3.ggpht.com/ytc/AKedOLTfRzLkiXFQ5feGRP8JnLlBy3JJjwOgF5IyHQ=s48-c-k-c0x00ffffff-no-rj,드디어 로봇이 인정받은세상이 왔다,드디어 로봇이 인정받은세상이 왔다,0,20210925,good_feedback
jongwon choi,https://yt3.ggpht.com/EVorseO1VDSfVh5fy81B4oHbhvHReMhTiiyxY-aFm4HcHCVAoOJLPRAAIU0qkjv17QWBnijoM-Y=s48-c-k-c0x00ffffff-no-rj,영화관에서 상영할 영화가 없으면 어케하는지 궁금합니다,영화관에서 상영할 영화가 없으면 어케하는지 궁금합니다,1,20210925,contents
류정현,https://yt3.ggpht.com/ytc/AKedOLSZRsz5B96yUqE3LTVytalrLyI8AQvUGCglfg=s48-c-k-c0x00ffffff-no-rj,제로콜라는 왜 단맛이 나는지 궁금합니다.,제로콜라는 왜 단맛이 나는지 궁금합니다.,0,20210925,contents
이l0,https://yt3.ggpht.com/ytc/AKedOLQzNDbDa-PqVOsDzn_kybHF6RQx3QTvZ67d2w=s48-c-k-c0x00ffffff-no-rj,싸이코패스도 고1추 맞는 영상보면 감정공유 돼서 움츠려드는지 궁금함,싸이코패스도 고1추 맞는 영상보면 감정공유 돼서 움츠려드는지 궁금함,0,20210925,contents
뭐라쳐 씨부리삿노,https://yt3.ggpht.com/ytc/AKedOLRT_gkGGdkI6n03S-RTJL5vqKc0mLZo8n_rvEHfuA=s48-c-k-c0x00ffffff-no-rj,음란마귀가 씌었나<br>왜 발기한영상을 보여주면 이라고 봤지?,"음란마귀가 씌었나
왜 발기한영상을 보여주면 이라고 봤지?",0,20210925,contents
보조,https://yt3.ggpht.com/ytc/AKedOLQqgwDlX_Uu7HHBIotaLb2ZYpryvw66FHId5Q=s48-c-k-c0x00ffffff-no-rj,가공되기 전  치즈가 마트에서 파는 치즈안에 들어가는 비율이 얼마나 되는지 궁금합니다,가공되기 전  치즈가 마트에서 파는 치즈안에 들어가는 비율이 얼마나 되는지 궁금합니다,0,20210925,contents
정체없는 채널,https://yt3.ggpht.com/1BfXdvWJachEmkINd5buP0igO_uAhVUIhIH-gysETi-CyKDOY_p_4IBWr35hvPnCH7K5unZh3I0=s48-c-k-c0x00ffffff-no-rj,왜 그걸 맞으면 아픈데 사용할땐 기부니가 좋은지 궁금합니다,왜 그걸 맞으면 아픈데 사용할땐 기부니가 좋은지 궁금합니다,1,20210925,contents
모두사랑해 힘내 인생은 새옹지마,https://yt3.ggpht.com/ytc/AKedOLQjRpl4NBLdJ-XZPj-AmrSPNUsaisfTEhmLfkZkLg=s48-c-k-c0x00ffffff-no-rj,사기꾼한테 사기꾼이네사기꾼 이라고  말하면<br>어떤 반응이 나올지 궁금합니다,"사기꾼한테 사기꾼이네사기꾼 이라고  말하면
어떤 반응이 나올지 궁금합니다",0,20210925,contents
김나니,https://yt3.ggpht.com/ytc/AKedOLSdxUPekGnF1nuuKM0zvFkrIX64guWt_twiAA=s48-c-k-c0x00ffffff-no-rj,근육맨들은 주사를맞으면 일반인보다 더아픈가요? 궁금합니다,근육맨들은 주사를맞으면 일반인보다 더아픈가요? 궁금합니다,0,20210925,contents
김규연,https://yt3.ggpht.com/ytc/AKedOLQ7g6ZYa4UV-yRp9MfJbQxu8h0g2yvr9gZyJw=s48-c-k-c0x00ffffff-no-rj,콴다 선생님은 돈을 얼마나 받나요,콴다 선생님은 돈을 얼마나 받나요,0,20210925,contents
